model,dataset,stride_a,stride_b,acc_a,acc_b,diff_pp,abs_diff_pp
videomamba,driveact,2,4,57.8125,56.47321428571429,1.3392857142857095,1.3392857142857095
videomamba,driveact,2,8,57.8125,54.91071428571429,2.9017857142857095,2.9017857142857095
videomamba,driveact,2,16,57.8125,48.4375,9.375,9.375
videomamba,driveact,4,8,56.47321428571429,54.91071428571429,1.5625,1.5625
videomamba,driveact,4,16,56.47321428571429,48.4375,8.03571428571429,8.03571428571429
videomamba,driveact,8,16,54.91071428571429,48.4375,6.47321428571429,6.47321428571429
videomamba,epic_kitchens,1,2,28.333333333333332,28.72549019607843,-0.39215686274509665,0.39215686274509665
videomamba,epic_kitchens,1,4,28.333333333333332,28.333333333333332,0.0,0.0
videomamba,epic_kitchens,1,8,28.333333333333332,27.45098039215686,0.882352941176473,0.882352941176473
videomamba,epic_kitchens,1,16,28.333333333333332,26.764705882352942,1.5686274509803921,1.5686274509803921
videomamba,epic_kitchens,2,4,28.72549019607843,28.333333333333332,0.39215686274509665,0.39215686274509665
videomamba,epic_kitchens,2,8,28.72549019607843,27.45098039215686,1.2745098039215697,1.2745098039215697
videomamba,epic_kitchens,2,16,28.72549019607843,26.764705882352942,1.9607843137254888,1.9607843137254888
videomamba,epic_kitchens,4,8,28.333333333333332,27.45098039215686,0.882352941176473,0.882352941176473
videomamba,epic_kitchens,4,16,28.333333333333332,26.764705882352942,1.5686274509803921,1.5686274509803921
videomamba,epic_kitchens,8,16,27.45098039215686,26.764705882352942,0.6862745098039191,0.6862745098039191
videomamba,finegym,1,2,72.6875,71.125,1.5625,1.5625
videomamba,finegym,1,4,72.6875,70.0625,2.6249999999999996,2.6249999999999996
videomamba,finegym,1,8,72.6875,59.9375,12.750000000000005,12.750000000000005
videomamba,finegym,1,16,72.6875,30.625000000000004,42.0625,42.0625
videomamba,finegym,2,4,71.125,70.0625,1.0624999999999996,1.0624999999999996
videomamba,finegym,2,8,71.125,59.9375,11.187500000000005,11.187500000000005
videomamba,finegym,2,16,71.125,30.625000000000004,40.5,40.5
videomamba,finegym,4,8,70.0625,59.9375,10.125000000000007,10.125000000000007
videomamba,finegym,4,16,70.0625,30.625000000000004,39.4375,39.4375
videomamba,finegym,8,16,59.9375,30.625000000000004,29.312499999999996,29.312499999999996
